"FirmCluster_k","Size_FirmCluster_k","FirmPremium_psik","SkillComplementarity_thetak","WorkerDecile_q","WorkerSkill_xq","ExpectedLogWage_wkq"
5,23192814,0.513200012480519,1.42524290180514,0.3,-0.587980740811215,-0.324815364758794
5,23192814,0.513200012480519,1.42524290180514,0.4,-0.507559940440388,-0.210196189872784
5,23192814,0.513200012480519,1.42524290180514,0.5,-0.432392552441229,-0.103064403679751
5,23192814,0.513200012480519,1.42524290180514,0.6,-0.357225164442071,0.00406738251328298
5,23192814,0.513200012480519,1.42524290180514,0.7,-0.276804364071244,0.118686557399292
5,23192814,0.513200012480519,1.42524290180514,0.8,-0.182685849545181,0.252828302156007
5,23192814,0.513200012480519,1.42524290180514,0.9,-0.052159731241042,0.43885972576916
6,21214234,0.649098398260178,1.81399152731581,0.1,-0.812625373641416,-0.824997144407199
6,21214234,0.649098398260178,1.81399152731581,0.2,-0.682099255337277,-0.588223871710069
6,21214234,0.649098398260178,1.81399152731581,0.3,-0.587980740811215,-0.417493683796241
6,21214234,0.649098398260178,1.81399152731581,0.4,-0.507559940440388,-0.271611033303604
6,21214234,0.649098398260178,1.81399152731581,0.5,-0.432392552441229,-0.13525802834267
6,21214234,0.649098398260178,1.81399152731581,0.6,-0.357225164442071,0.00109497661826341
6,21214234,0.649098398260178,1.81399152731581,0.7,-0.276804364071244,0.1469776271109
6,21214234,0.649098398260178,1.81399152731581,0.8,-0.182685849545181,0.317707815024728
6,21214234,0.649098398260178,1.81399152731581,0.9,-0.052159731241042,0.554481087721858
7,28388288,0.669989308001171,1.69076514058973,0.1,-0.812625373641417,-0.703969346110441
7,28388288,0.669989308001171,1.69076514058973,0.2,-0.682099255337277,-0.483280335345312
7,28388288,0.669989308001171,1.69076514058973,0.3,-0.587980740811215,-0.324148031900557
7,28388288,0.669989308001171,1.69076514058973,0.4,-0.507559940440388,-0.188175346055237
7,28388288,0.669989308001171,1.69076514058973,0.5,-0.432392552441229,-0.0610849467170768
7,28388288,0.669989308001171,1.69076514058973,0.6,-0.357225164442071,0.0660054526210831
7,28388288,0.669989308001171,1.69076514058973,0.7,-0.276804364071244,0.201978138466403
7,28388288,0.669989308001171,1.69076514058973,0.8,-0.182685849545181,0.361110441911158
7,28388288,0.669989308001171,1.69076514058973,0.9,-0.052159731241042,0.581799452676288
8,24260406,0.772452088680237,1.88588176767382,0.1,-0.812625373641416,-0.760063287419237
8,24260406,0.772452088680237,1.88588176767382,0.2,-0.682099255337277,-0.513906460704224
8,24260406,0.772452088680237,1.88588176767382,0.3,-0.587980740811215,-0.336410070158979
8,24260406,0.772452088680237,1.88588176767382,0.4,-0.507559940440388,-0.184745948997901
8,24260406,0.772452088680237,1.88588176767382,0.5,-0.432392552441229,-0.0429891424466238
8,24260406,0.772452088680237,1.88588176767382,0.6,-0.357225164442071,0.0987676641046531
8,24260406,0.772452088680237,1.88588176767382,0.7,-0.276804364071244,0.250431785265732
8,24260406,0.772452088680237,1.88588176767382,0.8,-0.182685849545181,0.427928175810977
8,24260406,0.772452088680237,1.88588176767382,0.9,-0.052159731241042,0.674085002525989
9,18279050,0.886286868110388,2.0185931401199,0.1,-0.812625373641416,-0.754073136609541
9,18279050,0.886286868110388,2.0185931401199,0.2,-0.682099255337277,-0.490594009594328
9,18279050,0.886286868110388,2.0185931401199,0.3,-0.587980740811215,-0.300607021813744
9,18279050,0.886286868110388,2.0185931401199,0.4,-0.507559940440388,-0.138270145862241
9,18279050,0.886286868110388,2.0185931401199,0.5,-0.432392552441229,0.013462227913591
9,18279050,0.886286868110388,2.0185931401199,0.6,-0.357225164442071,0.165194601689423
9,18279050,0.886286868110388,2.0185931401199,0.7,-0.276804364071244,0.327531477640925
9,18279050,0.886286868110388,2.0185931401199,0.8,-0.182685849545181,0.51751846542151
9,18279050,0.886286868110388,2.0185931401199,0.9,-0.052159731241042,0.780997592436723
10,9024237,1.00749071231679,2.23712416007859,0.1,-0.812625373641416,-0.810453144149315
10,9024237,1.00749071231679,2.23712416007859,0.2,-0.682099255337277,-0.51845001136985
10,9024237,1.00749071231679,2.23712416007859,0.3,-0.587980740811215,-0.307895208612888
10,9024237,1.00749071231679,2.23712416007859,0.4,-0.507559940440388,-0.127983893130454
10,9024237,1.00749071231679,2.23712416007859,0.5,-0.432392552441229,0.0401748866124645
10,9024237,1.00749071231679,2.23712416007859,0.6,-0.357225164442071,0.208333666355383
10,9024237,1.00749071231679,2.23712416007859,0.7,-0.276804364071244,0.388244981837817
10,9024237,1.00749071231679,2.23712416007859,0.8,-0.182685849545181,0.598799784594779
10,9024237,1.00749071231679,2.23712416007859,0.9,-0.052159731241042,0.890802917374244
